White Username,Black Username,Time Control,Game Result,Date,White Elo,Black Elo,Opening,Moves
Tejas299,Balzorexe,300,0-1,2023.10.09,818,803,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d3 Bc5 5. O-O d6 6. Bxf7+ Kxf7 7. Ng5+ Kf8 8. Qf3 Nd4 9. Qd1 Bg4 10. f3 Bc8 11. f4 Bg4 12. Qd2 exf4 13. Rxf4 Nb3+ 14. Qf2 Bxf2+ 15. Rxf2 Nd4 16. h3 Bc8 17. c3 Ne6 18. d4 Nxg5 19. Bxg5 h6 20. Bh4 g5 21. Bg3 Kg7 22. e5 Ne4 23. exd6 Nxf2 24. Be5+ Kh7
Tejas299,VirginiaBoy1969,300,0-1,2023.10.09,811,847,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d3 Bc5 5. O-O d6 6. Bg5 Bg4 7. Nbd2 Qe7 8. Bb5 h6 9. Bh4 g5 10. Bg3 O-O 11. h3 Bh5 12. c3 Nd8 13. b4 Bb6 14. Nc4 a6 15. Ba4 Ba7 16. Qb3 b5 17. d4 bxc4 18. Qxc4 Ne6 19. d5 Bxf3 20. gxf3 Nf4 21. Bxf4 gxf4 22. Qxa6 Bxf2+
Tejas299,alessandrobruno84,300,0-1,2023.10.09,804,867,B40,1. e4 c5 2. Nf3 e6 3. Bc4 d5 4. exd5 exd5 5. Bd3 Nc6 6. O-O Be7 7. Re1 Nf6 8. Bb5 O-O 9. c3 Bd7 10. d4 c4 11. a4 a6 12. Bxc6 Bxc6 13. b3 Re8 14. b4 b5 15. axb5 Bxb5 16. Ne5 Qd6 17. Bf4 Bd8 18. Qd2 Bc7 19. Na3 Ne4 20. Qe3 f6 21. Nf7 Qxf4 22. Qxf4 Bxf4 23. Nxb5 axb5 24. Rxa8 Rxa8 25. g3 Kxf7 26. gxf4 Nxc3 27. Kg2 Ne4 28. Kf3 Ra4 29. Kg2 Rxb4 30. Re3 Rb2 31. Rh3 Rxf2+ 32. Kg1 h6 33. Rh5 Ke6 34. f5+ Rxf5 35. Rh3 c3 36. Re3 c2 37. Re1 b4 38. Rc1 b3 39. Kg2 g5 40. Kh3 h5 41. Kg2 g4 42. Kg1 h4 43. Kg2 h3+ 44. Kg1 g3 45. Kh1 g2+ 46. Kg1 Rf1+ 47. Rxf1 gxf1=Q+ 48. Kxf1 c1=Q+ 49. Ke2 b2 50. Kd3 b1=Q+ 51. Ke2 Qe1+ 52. Kf3 Qd3+ 53. Kf4 Qee3+ 54. Kg4 Qg5#
Tejas299,MasterMathias,300,0-1,2023.10.09,796,795,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 f5 4. exf5 e4 5. Ng1 d5 6. Bb3 Bxf5 7. f3 Nf6 8. fxe4 Bxe4 9. Qe2 Bc5 10. d3 O-O 11. dxe4 Re8 12. Be3 Nxe4 13. Nc3 Nxc3 14. bxc3 Bxe3 15. Qf3 Kh8 16. Bxd5 Bxg1+ 17. Kf1 Rf8
Tejas299,Estroncabilhas,300,1-0,2023.10.09,794,743,B00,1. e4 Nc6 2. Nf3 d6 3. d4 Bg4 4. Be2 Nf6 5. O-O Nxe4 6. Ng5 Bxe2 7. Qxe2 Nxg5 8. Bxg5 h6 9. Bh4 g5 10. Bg3 Qd7 11. Re1 O-O-O 12. d5 Nd4 13. Qd3 Bg7 14. c3 Nf5 15. b4 Nxg3 16. hxg3 h5 17. a4 h4 18. b5 hxg3 19. f3 Rdg8 20. a5 Be5 21. b6 cxb6 22. axb6 a6 23. Qc4+ Kd8 24. Nd2 Bf4 25. Ne4 Qb5 26. Qxb5 axb5 27. Ra7 f5 28. Rxb7 fxe4 29. Ra7 e5 30. b7 Ke7 31. b8=Q+ Kf6 32. Qxd6+ Kf5 33. Rf7#
Tejas299,Andrij_lviv,300,1-0,2023.10.09,801,744,C41,1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 c5 5. Nf3 h6 6. Bc4 Nc6 7. O-O Nf6 8. Nc3 a6 9. Nd5 Nxe4 10. Re1 Bf5 11. Nd2 Be7 12. Nxe4 O-O 13. Ng3 Bg6 14. f4 Bf6 15. f5 Bh7 16. Nxf6+ Qxf6 17. Rf1 Nd4 18. Bd2 Rad8 19. Bc3 Nxf5 20. Bxf6
Tejas299,bloodyoverride,300,1-0,2023.10.09,827,845,B07,1. e4 d6 2. d4 Nf6 3. Nc3 c6 4. Bd3 Qc7 5. Nf3 e5 6. O-O exd4 7. Nxd4 c5 8. Nf3 Bg4 9. Re1 Be7 10. Nd5 Nxd5 11. exd5 O-O 12. Qd2 Bxf3 13. gxf3 Nd7 14. Qe3 Bf6 15. c3 Ne5 16. f4 Nxd3 17. Qxd3 Rfe8 18. Bd2 Re7 19. b4 Rae8 20. bxc5 Qxc5 21. Rab1 Bh4 22. Be3 Rxe3 23. Rxe3 Rxe3 24. Qxe3 Qc8 25. Rxb7 Bxf2+ 26. Kxf2 g6 27. Rxa7 Qg4 28. h3 Qf5 29. c4 Qc2+ 30. Qe2 Qxc4 31. Qxc4 Kg7 32. Qd4+ Kh6 33. Rxf7
Tejas299,MatchesMalone74,300,1-0,2023.10.09,851,798,B12,1. e4 c6 2. d4 d5 3. e5 c5 4. dxc5 e6 5. Be3 Nc6 6. Nf3 Qa5+ 7. Nc3 Bxc5 8. Bxc5 Qxc5 9. Bb5 Bd7 10. O-O Nge7 11. Bd3 d4 12. Ne4 Qb6 13. b3 O-O 14. Neg5 Ng6 15. Qe2 Nb4 16. Bxg6 fxg6 17. Qe4 h6 18. Nh3 Bc6 19. Qxg6 Bxf3 20. gxf3 Rxf3 21. Qg4 Rff8 22. Qe4 d3 23. cxd3 Rad8 24. Rfd1 Nxd3 25. Rxd3 Rxd3 26. Qxd3 Qa5 27. f4 Qb6+ 28. Kf1 Qa5 29. a4 Qb6 30. Rb1 Rd8 31. Qe2 Rd4 32. Rd1 Rxf4+ 33. Nxf4 Qxb3 34. Rd8+ Kh7 35. Qe4+ g6 36. Rd7+ Kg8 37. Rd8+ Kh7 38. Rd7+ Kg8 39. Nxg6
Tejas299,utahmanadam1,300,0-1,2023.10.09,843,849,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nd4 4. Nxd4 exd4 5. c3 dxc3 6. dxc3 Bc5 7. O-O d6 8. Qf3 f6 9. Re1 Qe7 10. e5 dxe5 11. Bxg8 Rxg8 12. Qh5+ Qf7 13. Qxh7 Be6 14. Qe4 O-O-O 15. Qa4 Kb8 16. Be3 Bxe3 17. Rxe3 Bc4 18. Nd2 Rxd2 19. Rd1 Rxd1+ 20. Qxd1 Bxa2 21. Rd3 a6 22. Rd7 Qe8 23. Rd3 Bc4 24. Rd2 e4 25. Qg4 Qe5 26. Rd1 f5 27. Qg5 Qf6 28. Qf4 Bb3 29. Re1 Rd8 30. Qe3 Rd1 31. Rxd1 Bxd1 32. Qd2 Bb3 33. g3 g6 34. Kg2 Qc6 35. h4 e3+
Tejas299,UnstoppableBlunderBus,300,0-1,2023.10.09,834,825,C47,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3 h6 5. O-O Bb4 6. a3 Bxc3 7. dxc3 d6 8. b4 Nxe4 9. Qd3 Ng5 10. Nxg5 hxg5 11. b5 Ne7 12. Bxg5 f6 13. Be3 Nf5 14. Bd2 Rh4 15. f3 Qd7 16. g4 Ne7 17. Be1 Rh3 18. Kg2 Rh8 19. h3 f5 20. a4 Ng6 21. Qxf5 Nh4+ 22. Bxh4 Qxf5 23. gxf5 Rxh4 24. Bd3 Bd7 25. Kg3 Rf4 26. c4 Ke7 27. h4 Rh8 28. Rh1 Bxf5 29. h5 Bxd3 30. cxd3 Kf6 31. Rae1 Rf5 32. Kg4 Rg5+ 33. Kh4 Rhxh5#
Tejas299,ankurpathak87,300,0-1,2023.10.09,834,830,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Na5 4. Bb3 Nxb3 5. cxb3 d5 6. Nc3 d4 7. Nd5 c6 8. Nxe5 cxd5 9. Qf3 Nf6 10. exd5 Bd6 11. Nc4 Bc5 12. O-O O-O 13. d3 Bg4 14. Qg3 Qxd5 15. f3 Bf5 16. Bh6 g6
Tejas299,Kimchan5,300,1-0,2023.10.09,835,854,C40,1. e4 e5 2. Nf3 Qf6 3. Be2 d6 4. O-O Be7 5. d4 exd4 6. Nxd4 Qg6 7. f3 Bh3 8. Rf2 c5 9. Nb5 Na6 10. N1c3 O-O-O 11. Nxa7+ Kb8 12. Bxa6 Kxa7 13. Bd3 Bh4 14. Re2 Re8 15. Nd5 Be6 16. Nf4 Qf6 17. Nxe6 Rxe6 18. Bd2 Ne7 19. Bc3 Qf4 20. Bd2 Qf6 21. Bc3 Qg6 22. e5 f5 23. exd6 Rxe2 24. Qxe2 Qxd6 25. Bxg7 Rg8 26. Be5 Qg6 27. g3 Bg5 28. f4 Bh6 29. Kg2 Nc6 30. Bc3 Nd4 31. Bxd4 cxd4 32. c3 Re8 33. Qf3 Re7 34. cxd4 Qb6 35. Rd1 Qxd4 36. Be2 Qxb2 37. Qf2+ b6 38. Qd4 Rxe2+ 39. Kf3 Rc2 40. Qd7+ Ka6 41. Qd3+ b5 42. Qd6+ Ka5 43. Qxh6 Rf2+ 44. Ke3 Qe2+ 45. Kd4 Qxd1+ 46. Ke5 Qd3 47. Kf6 Qd4+ 48. Kg5 Qd8+ 49. Kxf5 Qd7+ 50. Ke4 Re2+ 51. Kf3 Qd2 52. Kg4 Rf2 53. Kh3 Qe2 54. Kh4 Rxh2+ 55. Kg5
Tejas299,z1Dz,300,1/2-1/2,2023.10.09,835,814,B01,1. e4 d5 2. e5 d4 3. Nf3 Qd5 4. c3 dxc3 5. Nxc3 Qa5 6. Be2 Bg4 7. O-O Bxf3 8. Bxf3 c6 9. Re1 e6 10. d4 Bb4 11. Bd2 Bxc3 12. Bxc3 Qc7 13. Bb4 a5 14. Ba3 b5 15. Bc5 b4 16. Qd2 Na6 17. Rad1 Nxc5 18. dxc5 Rd8 19. Qxd8+ Qxd8 20. Rxd8+ Kxd8 21. Bxc6 Ne7 22. Bb5 Nd5 23. Rd1 Ke7 24. g3 Rc8 25. Rc1 f6 26. Bd3 fxe5 27. c6 Kd6 28. Bxh7 g5 29. h4 Rxc6 30. Rxc6+ Kxc6 31. hxg5 a4 32. g6 Nf6 33. f4 exf4 34. gxf4 Kd6 35. Kf2 Ke7 36. Kf3 Kf8 37. f5 exf5 38. Kf4 Kg7 39. Kxf5 Nd5 40. Ke5 Ne3 41. Kd4 Nf5+ 42. Kc4 b3 43. axb3 axb3 44. Kxb3 Nd6 45. Ka4 Nc4 46. b4 Nb6+ 47. Ka5 Nd5 48. b5 Kh8 49. b6 Nxb6 50. Kxb6 Kg7 51. Kc6 Kf6 52. Kd7 Kg7 53. Ke8 Kh8 54. Ke7 Kg7 55. Ke8 Kh8 56. Bg8 Kxg8 57. Ke7 Kg7 58. Ke6 Kxg6
Tejas299,twinkyle,300,1-0,2023.10.09,850,833,B01,1. e4 d5 2. e5 c5 3. Nf3 Nc6 4. Bd3 g6 5. O-O Bg7 6. Re1 e6 7. Bb5 f6 8. d4 cxd4 9. Nxd4 Bd7 10. exf6 Nxf6 11. Bg5 O-O 12. Bxc6 bxc6 13. Nc3 Qb6 14. Na4 Qa6 15. Nc5 Qc8 16. Nxd7 Qxd7 17. Nxe6 Rfe8 18. Nxg7 Kxg7 19. Qd4 Rxe1+ 20. Rxe1 Rf8 21. h3 Qf5 22. Re7+ Kg8 23. Rxa7 Qxg5 24. Qc5 Rc8 25. Qe7 Qh6 26. Qxf6 Qc1+ 27. Kh2 Qxc2 28. Qg7#
Tejas299,ty1982r,300,0-1,2023.10.10,842,864,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d3 Bc5 5. O-O O-O 6. Bg5 h6 7. Bh4 g5 8. Bg3 Re8 9. h3 d6 10. Bh2 Nd4 11. Nxd4 Bxd4 12. c3 Bb6 13. b4 a5 14. b5 c6 15. a4 c5 16. Nd2 Be6 17. Bxe6 Rxe6 18. Nc4 Kf8 19. Nxb6 Qxb6 20. c4 Ree8 21. Qf3 Ke7 22. h4 Rg8 23. hxg5 hxg5 24. Qf5 Rg6 25. Rfe1 Rag8 26. Re3 Nh5 27. Rf3 f6 28. Qg4 Nf4 29. Re1 Nxd3 30. Rxd3 R8g7 31. Rh3 Qd8 32. Ree3 b6 33. Rh5 Qg8 34. Reh3 Qxc4 35. f3 Qxa4 36. Rh7 c4 37. Rxg7+ Rxg7 38. Qf5 c3 39. Rh7 Rxh7 40. Qxh7+ Ke6 41. Qc7 Qd1+ 42. Kf2 c2 43. Qc4+ Kd7 44. Qf7+ Kd8 45. Qf8+ Kd7 46. Qf7+ Kc8 47. Qe6+ Kd8 48. Qxd6+ Qxd6
Tejas299,kenobiXYZ,300,0-1,2023.10.10,833,813,C47,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3 h6 5. O-O Bc5 6. h3 O-O 7. d3 d6 8. a3 a6 9. b4 Bb6 10. Bd5 Nd4 11. Nxd4 Bxd4 12. Bb2 c6 13. Bb3 c5 14. Qc1 Be6 15. Nd5 Bxd5 16. exd5 Nh5 17. Bxd4 cxd4 18. c3 Rc8 19. c4 Qf6 20. g3 Qf5 21. Bc2 Qxh3 22. Qd1 g6 23. g4 Nf4
Tejas299,Miljanletnji,300,0-1,2023.10.10,817,813,C42,1. e4 e5 2. Nf3 Nf6 3. Nxe5 Bc5 4. Nc3 d6 5. Nf3 Ng4 6. d4 Bb6 7. Be2 c5 8. dxc5 Bxc5 9. O-O O-O 10. h3 Nxf2 11. Rxf2 Bxf2+ 12. Kxf2 f5 13. Bg5 Qb6+ 14. Nd4 fxe4+ 15. Kg1 Nc6 16. Be3 d5 17. Nxd5 Qxb2 18. Bc4 Be6 19. Ne7+ Nxe7 20. Bxe6+ Kh8 21. Bb3 Nf5 22. Bd2 Nxd4 23. Bb4 Nxc2 24. Rb1 Qd4+ 25. Kh2 Qe5+ 26. Kh1 Nxb4
Tejas299,raphlambert,300,0-1,2023.10.10,818,866,C41,1. e4 e5 2. Nf3 d6 3. Bc4 Nc6 4. O-O Nf6 5. d4 Bg4 6. dxe5 dxe5 7. Bg5 Be7 8. Qxd8+ Rxd8 9. Nbd2 h6 10. Be3 Nd4 11. Bxd4 exd4 12. c3 d3 13. Ne5 Be2 14. Rfe1 O-O 15. f3 Bc5+ 16. Kh1 Bf2 17. Rec1 Be3 18. Bxd3 Rxd3 19. Nxd3 Bxd2 20. Rg1 Bxd3 21. Rad1 Be3 22. Rxd3 Bxg1 23. Kxg1 c5 24. c4 g5 25. Ra3 a6 26. Ra5 Rd8 27. Rxc5 Rd1+ 28. Kf2 Rd2+ 29. Ke3 Rxb2 30. Rc8+ Kg7 31. Rc7 Rxa2 32. e5 Ra3+ 33. Kd4 Ne8 34. Rxb7 Kg6 35. Rb6+ f6 36. e6 a5 37. e7 Kf7 38. Rb7 Re3 39. Kxe3 Nd6 40. Ra7 Nxc4+ 41. Kd4 Nd6 42. Rxa5 Kxe7 43. Ra7+ Ke6 44. Rh7 Nf7 45. Ke4 f5+ 46. Ke3 Kf6 47. g4 f4+ 48. Ke4 Nd6+ 49. Kd5 Nf7 50. Rxf7+ Kxf7 51. Ke5 Kg6 52. Ke4 h5 53. gxh5+ Kxh5 54. Kf5 Kh4 55. h3 Kxh3 56. Kxg5 Kg3 57. Kf5 Kxf3
Tejas299,aaronsj23,300,1-0,2023.10.10,818,756,B30,1. e4 c5 2. Nf3 Nc6 3. Bc4 e6 4. O-O Nf6 5. d3 d5 6. Bb5 Bd7 7. exd5 exd5 8. Re1+ Be7 9. Ne5 Nxe5 10. Bxd7+ Nexd7 11. Bg5 O-O 12. Qe2 Bd6 13. Nc3 a6 14. Rad1 Bb8 15. Nxd5 Nxd5 16. Bxd8
Tejas299,Nanashi_no_Jack,300,1-0,2023.10.10,826,778,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 f6 4. O-O Bc5 5. d3 Nge7 6. Nc3 Nd4 7. Be3 Bb4 8. Nxd4 exd4 9. Bxd4 Bxc3 10. Bxc3 d5 11. exd5 Nxd5 12. Re1+ Ne7 13. Qh5+ g6 14. Qh4 Qd6 15. Bxf6 Qc6 16. Rxe7+ Kd8 17. Re6+ Kd7 18. Rxc6 Kxc6 19. Bxh8 Bf5 20. Bc3 h5 21. Qg5 Re8 22. Re1 Rxe1+ 23. Bxe1 b5 24. Bb3 a5 25. Bxa5 Kd6 26. Qg3+ Kc5 27. Qxc7+ Kd4 28. Qd6#
Tejas299,Gadielzzz,300,0-1,2023.10.10,818,838,B06,1. e4 g6 2. d4 Bg7 3. Nf3 e5 4. d5 Nf6 5. Bc4 Nxe4 6. O-O Nd6 7. Bd3 c6 8. Bg5 Qc7 9. dxc6 Nxc6 10. Nc3 O-O 11. Nd2 b5 12. Bxb5 Nxb5 13. Nxb5 Rb8 14. Nxc7 Rxb2 15. Nc4 Rb4 16. Nd6 Rd4 17. Qf3 Rxd6 18. Be7 Nxe7 19. Qe3 Rc6 20. Nb5 Rxc2 21. Nxa7 Nd5 22. Qb3 Rc7 23. Nxc8 Rfxc8 24. Qxd5 h6 25. a4 d6 26. Qxd6 e4 27. h3 Bxa1 28. Rxa1 Rc2 29. Rd1 Re8 30. a5 Re6 31. Qd8+ Kg7 32. Qd4+ Kg8 33. f3 e3 34. Re1 e2 35. Qd3 Ra2 36. a6 f5 37. Kf2 f4 38. Rxe2 Rexa6 39. Kf1 R2a3 40. Qd2 Ra2 41. Qxf4 Rxe2 42. Kxe2 Re6+ 43. Kf2 Kg7 44. Kg3 Rf6 45. Qd4 h5 46. Kf2 Kf7 47. g3 Re6 48. Qc4 Kf6 49. g4 Re5 50. Qd4 Ke6 51. f4 Rd5 52. Qe4+ Re5
Tejas299,kombit,300,0-1,2023.10.10,810,814,C00,1. e4 e6 2. d4 c6 3. Nf3 d5 4. e5 Ne7 5. Bd3 Nd7 6. O-O c5 7. c3 c4 8. Be2 b5 9. b3 Nb6 10. bxc4 bxc4 11. a4 Nc6 12. a5 Nd7 13. Na3 Nxa5 14. Nb5 Nb3 15. Ra4 Nxc1 16. Qxc1 Qb6 17. Qb1 a6 18. Nd6+ Bxd6 19. exd6 Qxd6 20. Ng5 g6 21. Qc1 O-O 22. f4 Nf6 23. g4 Ne4 24. Nxe4 dxe4 25. Qc2 Qd5 26. Bxc4 Qc6 27. Be2 e3 28. Raa1 Bb7 29. Bf3 Qc7 30. Bxb7 Qxb7 31. Qe2 Qe4 32. Rac1 Rfb8 33. Rf3 a5 34. Qxe3 Qd5 35. c4 Qd7 36. c5 Qc6 37. Rff1 a4 38. f5 a3 39. fxe6 fxe6 40. Qf4 Ra7 41. h4 Re8 42. Ra1 a2 43. Qf2 e5 44. Rxa2 Rxa2 45. Qxa2+ Kh8 46. Qf7 exd4
Tejas299,zxcchess93,300,1-0,2023.10.10,818,803,B01,1. e4 d5 2. e5 f6 3. exf6 Nxf6 4. d4 Nc6 5. c3 e5 6. dxe5 Nxe5 7. Be2 Bg4 8. Nf3 Nxf3+ 9. Bxf3 Qe7+ 10. Be3 c6 11. Bxg4 Nxg4 12. Qxg4 h5 13. Qh3 Qxe3+ 14. Qxe3+
Tejas299,jones358,300,1-0,2023.10.10,833,823,C47,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3 Bc5 5. O-O O-O 6. d3 a5 7. Bg5 h6 8. Bh4 g5 9. Bg3 d6 10. Nd5 Ng4 11. c3 Be6 12. d4 exd4 13. cxd4 Ba7 14. b3 b5 15. Bd3 Nb4 16. Nxb4 axb4 17. Bxb5 d5 18. e5 Rb8 19. Bd3 f6 20. Qd2 fxe5 21. Nxe5 Nf6 22. Nc6 Qe8 23. Nxa7 Nh5 24. Nb5 Qf7 25. Nxc7 Nf4 26. Nxe6 Nxe6 27. Bxb8 Rxb8 28. a3 Qh5 29. axb4 Nf4 30. b5 Qh4 31. Ra6 Qg4 32. g3 Nh3+ 33. Kh1 Qxd4 34. Rxh6 Qg7 35. Rxh3
Tejas299,RookSmoker,300,0-1,2023.10.10,817,870,B27,1. e4 g6 2. d4 Bg7 3. Nf3 c5 4. dxc5 Nc6 5. Nc3 Bxc3+ 6. bxc3 e6 7. Bh6 Nxh6 8. Bb5 a6 9. Bxc6 bxc6 10. Qd4 O-O 11. Ng5 Qxg5
Tejas299,Hectorg222,300,0-1,2023.10.10,808,800,C40,1. e4 e5 2. Nf3 d5 3. d3 dxe4 4. dxe4 Qxd1+ 5. Kxd1 Bg4 6. h3 Bxf3+ 7. gxf3 Nc6 8. Bb5 Ne7 9. Bg5 f6 10. Be3 O-O-O+ 11. Nd2 Na5 12. Bxa7 b6 13. Ba6+ Kd7 14. Bb5+ Kd6 15. Nc4+ Kc5+ 16. Nd2 Kxb5 17. Ke2 Ka6 18. b4 Nac6 19. a4 Kxa7 20. a5 Ka6 21. axb6+ Kxb6 22. Nc4+ Kb5 23. Na3+ Ka4 24. b5 Nd4+ 25. Ke3 Nc8 26. Nc4+ Kxb5 27. Rhb1+ Kxc4 28. Ra4+ Kc5 29. Ra5+ Kc6 30. Ra6+ Kd7 31. c3 Ne6 32. Rd1+ Ke8 33. Rxe6+ Kf7 34. Rxd8 Kxe6 35. Rxc8 Kd7 36. Ra8 Kc6 37. Kd3 Kb7 38. Rd8 c6 39. c4 Kc7 40. Ra8 Kb7 41. Re8 Kc7 42. c5 Kd7 43. Ra8 g5 44. Kc4 Ke7 45. Kb4 Rg8 46. Ka5 Rg6 47. Kb6 Kd7 48. Rxf8 h5 49. Rf7+ Ke6 50. Rc7 g4 51. Rxc6+ Kd7 52. Rc7+ Kd8 53. Ra7 f5+ 54. c6 fxe4 55. Kb7 Rg7+ 56. c7+ Rxc7+ 57. Kb6 Rxa7 58. Kxa7 Kd7 59. hxg4 hxg4 60. fxe4 Ke6 61. Kb6 Kf6 62. Kc5 Kg5 63. Kd5 Kf4 64. Ke6 Kxe4 65. Kf6 Kf4 66. Kg6 e4 67. Kh5 g3 68. fxg3+ Kxg3 69. Kg5 e3 70. Kf5 e2 71. Ke4 e1=Q+ 72. Kf5 Qe3 73. Kf6 Kg4 74. Kg6 Qg5+ 75. Kf7 Qe5 76. Kg6 Qf5+ 77. Kg7 Kg5 78. Kg8 Kg6 79. Kh8 Qf6+ 80. Kg8 Qg7#
Tejas299,jackherrington,300,1-0,2023.10.10,808,745,C50,1. e4 e5 2. Nf3 Nc6 3. Bc4 d5 4. exd5 Nd4 5. Nxe5 Qe7 6. f4 f6 7. O-O fxe5 8. fxe5 Qxe5 9. Re1 Nf3+ 10. gxf3 Bc5+ 11. Kh1 Qxe1+ 12. Qxe1+ Ne7 13. d6 cxd6 14. d3 b6 15. Bg5 d5 16. Bxd5 Rb8 17. Bxe7 Bxe7 18. Nc3 Bb7 19. Bxb7 Rxb7 20. Nd5 Rd7 21. c4 b5 22. b3 bxc4 23. bxc4 Rf8 24. Qe2 Kd8 25. Rb1 Rf7 26. Rb8#
Tejas299,ChocolateScholar,300,1-0,2023.10.10,825,837,C51,1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. b4 Bb6 5. c3 d6 6. d4 h6 7. O-O Nf6 8. d5 Ne7 9. Re1 O-O 10. a4 a6 11. a5 Ba7 12. b5 c6 13. bxc6 bxc6 14. Ba3 c5 15. Nbd2 Bd7 16. Nf1 Qe8 17. Bb2 Ba4 18. Rxa4 Rb8 19. Ra2 Qc8 20. Ng3 Qg4 21. h3 Qg6 22. Bc1 Rb1 23. Nh4 Qh7 24. Rb2 Rxb2 25. Bxb2 Bb8 26. Bc1 Bc7 27. Qa4 Rb8 28. Bxa6 Rb1 29. Bd2 Rxe1+ 30. Bxe1 Nxe4 31. Nxe4 Nxd5 32. Qe8#
Tejas299,rolis_usman,300,1-0,2023.10.10,832,789,C41,1. e4 e5 2. Nf3 d6 3. Bc4 Nf6 4. Nc3 Be7 5. O-O Bg4 6. d3 Nc6 7. Bb5 Qd7 8. Nd5 Nxd5 9. exd5 a6 10. dxc6 bxc6 11. Ba4 f5 12. Qd2 h6 13. Qc3 g5 14. Bxc6 Bxf3 15. Bxd7+ Kxd7 16. gxf3 Rhg8 17. Kh1 g4 18. Bxh6 gxf3 19. Rg1 Bh4 20. Rxg8 Rxg8 21. Rg1 Rxg1+ 22. Kxg1 Bf6 23. Qa3 e4 24. Qxa6 exd3 25. Qb5+ c6 26. Qxf5+ Ke7 27. Qxd3 Bxb2 28. Qxf3 Be5 29. Qxc6 Ke6 30. Qe8+ Kd5 31. Qh5 Kc6 32. Qf3+ Kd7 33. Qf5+ Kc6 34. h4 Bb2 35. Be3 Be5 36. h5 Kc7 37. h6 Kd8 38. h7 Ke7 39. Bg5+ Ke8 40. Bf6 Kf7 41. Bxe5+ Ke7 42. Bxd6+ Kxd6 43. h8=Q Kc7 44. Qhh7+ Kb6 45. Qe6+ Ka5 46. Qa7+ Kb4 47. Qe4+ Kb5 48. Qd3+ Kb4 49. Qaa3#
Tejas299,UtkarshNigam20,300,1-0,2023.10.11,847,788,C55,1. e4 e5 2. Nf3 Nc6 3. Bc4 h6 4. O-O Nf6 5. Nc3 a6 6. d3 Bc5 7. Be3 b5 8. Bb3 Bxe3 9. fxe3 b4 10. Nd5 a5 11. Nxf6+ Qxf6 12. d4 exd4 13. Nxd4 Nxd4 14. Rxf6 Nxb3 15. cxb3 gxf6 16. Qd5 c6 17. Qd4 O-O 18. Qxf6 Re8 19. Qxh6 Re6 20. Qg5+ Rg6 21. Qc5 Bb7 22. e5 Re8 23. Qxa5 Kg7 24. Rd1 Kh7 25. Qc7 Bc8 26. Qb6 Reg8 27. g3 f6 28. Qxb4 fxe5 29. Qe7+ R6g7 30. Qxe5
Tejas299,HunterJr25,300,1-0,2023.10.11,881,788,C47,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3 d5 5. exd5 Na5 6. Bb3 Bc5 7. O-O Bg4 8. a3 e4 9. Nxe4 Nxe4 10. Re1 Bxf2+ 11. Kh1 Bxe1 12. Qxe1 Bxf3 13. gxf3 Qe7 14. fxe4 O-O 15. d3 Rae8 16. Qxa5 Qf6 17. Qe1 Re5 18. c4 Rh5 19. Bd1 Rh3 20. Bg4 Rh4 21. Be2 g5 22. Qg3 h6 23. Rb1 Kh8 24. Bd2 Kh7 25. b4 Rg8 26. Qxc7 Qf2 27. Re1 g4 28. Qf4 Rg5 29. Qxf2 Rgh5 30. d6 g3 31. Qxg3 Rxh2+ 32. Qxh2 Rxh2+ 33. Kxh2
Tejas299,zelibar,300,1/2-1/2,2023.10.11,887,854,C47,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3 d6 5. O-O Bg4 6. d3 d5 7. Bb3 d4 8. Na4 b6 9. Bg5 h6 10. Bh4 g5 11. Bg3 Qd7 12. h3 Bxf3 13. Qxf3 Be7 14. h4 O-O-O 15. Bxf7 b5 16. hxg5 hxg5 17. Bd5 bxa4 18. Bxc6 Qxc6 19. Rac1 Rh7 20. Bxe5 Rdh8 21. g3 Rh3 22. Kg2 Rh2+ 23. Kg1 g4 24. Qf5+ Kb8 25. Bxc7+ Kxc7 26. Qe5+ Qd6 27. Qa5+ Qb6 28. Qe5+ Qd6 29. Qa5+ Kd7 30. Qxa4+ Ke6 31. Qc4+ Kd7 32. Qa4+ Ke6 33. Qc4+ Kd7 34. Qa4+
